Ticket ID,Ticket Status,Ticket Priority,Date of Purchase,Time to Resolution,Lifespan_Hours
4347,Pending Customer Response,Low,2021-05-18,,
4348,Pending Customer Response,Low,2020-12-08,,
4349,Pending Customer Response,Low,2021-08-01,,
4350,Pending Customer Response,High,2021-05-25,,
4351,Open,Critical,2021-01-19,,
4352,Closed,High,2020-09-17,2023-06-01 09:12:41,23697.21138888889
4353,Pending Customer Response,High,2021-06-21,,
4354,Pending Customer Response,Medium,2021-09-10,,
4355,Closed,High,2020-04-12,2023-06-01 16:23:45,27496.395833333332
4356,Pending Customer Response,Critical,2020-07-23,,
4357,Closed,Medium,2021-12-08,2023-06-01 09:37:47,12969.629722222222
4358,Pending Customer Response,High,2021-04-29,,
4359,Pending Customer Response,High,2020-01-16,,
4360,Pending Customer Response,Critical,2021-01-12,,
4361,Closed,Medium,2020-07-14,2023-06-01 03:15:55,25251.265277777777
4362,Open,High,2020-10-20,,
4363,Pending Customer Response,Low,2020-07-14,,
4364,Open,Low,2020-12-14,,
4365,Pending Customer Response,Low,2020-03-05,,
4366,Open,High,2021-08-10,,
4367,Open,Critical,2020-06-28,,
4368,Closed,High,2020-02-22,2023-06-01 20:11:05,28700.18472222222
4369,Open,High,2021-12-15,,
4370,Pending Customer Response,High,2021-05-17,,
4371,Pending Customer Response,High,2020-05-01,,
4372,Open,High,2020-07-24,,
4373,Pending Customer Response,Low,2020-11-23,,
4374,Pending Customer Response,Medium,2020-04-27,,
4375,Closed,Critical,2021-10-10,2023-06-01 15:25:14,14391.420555555556
4376,Pending Customer Response,Critical,2020-03-12,,
4377,Open,Low,2020-09-04,,
4378,Closed,Critical,2020-05-05,2023-05-31 23:55:18,26927.921666666665
4379,Closed,Critical,2020-08-06,2023-06-01 22:27:19,24718.45527777778
4380,Closed,Critical,2020-05-04,2023-06-01 02:29:20,26954.48888888889
4381,Pending Customer Response,High,2020-05-07,,
4382,Pending Customer Response,Medium,2020-11-24,,
4383,Closed,Critical,2020-03-29,2023-06-01 14:56:25,27830.94027777778
4384,Closed,Critical,2020-10-25,2023-06-01 20:35:27,22796.590833333332
4385,Pending Customer Response,High,2020-06-01,,
4386,Closed,Medium,2020-10-09,2023-06-01 15:59:28,23175.99111111111
4387,Pending Customer Response,Low,2021-06-23,,
4388,Open,Critical,2021-04-24,,
4389,Closed,Critical,2020-10-03,2023-06-01 15:33:33,23319.559166666666
4390,Open,High,2020-10-27,,
4391,Closed,Low,2020-10-06,2023-06-01 18:01:37,23250.026944444446
4392,Open,Medium,2021-06-22,,
4393,Pending Customer Response,Low,2021-09-20,,
4394,Pending Customer Response,Medium,2020-10-15,,
4395,Pending Customer Response,Critical,2020-09-01,,
4396,Pending Customer Response,Low,2021-02-11,,
4397,Open,Low,2021-12-06,,
4398,Open,High,2020-04-20,,
4399,Closed,Critical,2021-01-05,2023-06-01 07:16:48,21055.28
4400,Closed,Medium,2021-02-21,2023-06-01 22:46:50,19942.780555555557
4401,Closed,High,2021-02-09,2023-06-01 23:07:52,20231.13111111111
4402,Pending Customer Response,High,2021-08-19,,
4403,Open,Low,2020-09-25,,
4404,Open,Critical,2021-09-06,,
4405,Closed,High,2020-01-13,2023-06-01 02:02:55,29642.04861111111
4406,Pending Customer Response,Medium,2021-07-10,,
4407,Pending Customer Response,High,2020-07-25,,
4408,Pending Customer Response,High,2021-09-27,,
4409,Closed,Low,2020-08-29,2023-06-01 06:01:00,24150.016666666666
4410,Open,Medium,2020-02-26,,
4411,Closed,High,2020-08-04,2023-06-01 14:36:03,24758.600833333334
4412,Pending Customer Response,Low,2020-06-18,,
4413,Closed,Medium,2021-06-29,2023-06-01 08:39:06,16856.65166666667
4414,Open,High,2020-01-03,,
4415,Open,Critical,2020-06-07,,
4416,Closed,Medium,2020-07-19,2023-06-01 18:12:10,25146.202777777777
4417,Open,Critical,2020-01-04,,
4418,Closed,Low,2020-05-18,2023-06-01 14:15:12,26630.253333333334
4419,Pending Customer Response,Medium,2020-12-08,,
4420,Pending Customer Response,Critical,2021-06-24,,
4421,Closed,Medium,2021-02-04,2023-06-01 12:14:14,20340.237222222222
4422,Open,High,2020-07-08,,
4423,Pending Customer Response,High,2020-02-15,,
4424,Closed,Critical,2020-12-09,2023-06-01 10:37:18,21706.621666666666
4425,Closed,Medium,2021-06-13,2023-06-01 06:50:20,17238.838888888888
4426,Closed,Critical,2020-04-02,2023-06-01 06:24:22,27726.40611111111
4427,Closed,Low,2021-01-18,2023-06-01 04:17:23,20740.289722222224
4428,Pending Customer Response,Medium,2020-04-04,,
4429,Open,High,2020-10-25,,
4430,Open,Low,2021-08-26,,
4431,Open,Critical,2020-10-16,,
4432,Pending Customer Response,Medium,2020-10-21,,
4433,Closed,Critical,2020-06-20,2023-06-01 01:38:30,25825.641666666666
4434,Closed,High,2020-01-05,2023-06-01 05:01:31,29837.02527777778
4435,Open,Critical,2021-07-19,,
4436,Open,Critical,2020-06-03,,
4437,Pending Customer Response,Low,2020-07-21,,
4438,Closed,Critical,2021-10-21,2023-06-01 07:27:36,14119.46
4439,Pending Customer Response,Medium,2021-03-30,,
4440,Closed,Critical,2020-07-23,2023-06-01 10:49:39,25042.8275
4441,Pending Customer Response,High,2021-11-21,,
4442,Pending Customer Response,Medium,2021-09-01,,
4443,Closed,Medium,2020-01-31,2023-06-01 04:11:44,29212.195555555554
4444,Pending Customer Response,Critical,2021-06-04,,
4445,Open,Critical,2021-12-21,,
4446,Pending Customer Response,Low,2021-01-19,,
4447,Open,Medium,2020-08-25,,
4448,Pending Customer Response,Medium,2021-08-28,,
4449,Pending Customer Response,Critical,2021-11-19,,
4450,Open,Medium,2020-07-05,,
4451,Pending Customer Response,Medium,2020-09-25,,
4452,Open,Medium,2020-04-15,,
4453,Closed,Critical,2021-11-04,2023-06-01 03:56:59,13779.949722222222
4454,Closed,High,2021-07-29,2023-06-01 01:01:00,16129.016666666666
4455,Pending Customer Response,Low,2021-08-04,,
4456,Open,High,2021-09-01,,
4457,Pending Customer Response,Critical,2020-01-13,,
4458,Closed,Low,2020-03-22,2023-06-01 04:08:06,27988.135
4459,Open,Low,2020-04-19,,
4460,Closed,Medium,2020-01-02,2023-06-01 19:05:09,29923.085833333334
4461,Pending Customer Response,Low,2021-11-16,,
4462,Pending Customer Response,High,2020-10-29,,
4463,Closed,Low,2021-07-31,2023-06-01 06:31:14,16086.520555555555
4464,Open,Medium,2021-02-03,,
4465,Closed,Low,2020-04-29,2023-06-01 15:23:17,27087.388055555555
4466,Open,Medium,2020-03-08,,
4467,Open,Low,2021-04-17,,
4468,Pending Customer Response,Critical,2021-03-03,,
4469,Pending Customer Response,Medium,2020-10-08,,
4470,Pending Customer Response,Critical,2021-04-29,,
4471,Pending Customer Response,High,2021-09-11,,
4472,Open,Low,2020-09-24,,
4473,Open,Low,2021-04-05,,
4474,Closed,High,2021-06-05,2023-06-01 10:25:28,17434.424444444445
4475,Pending Customer Response,High,2021-04-19,,
4476,Closed,High,2021-03-25,2023-06-01 21:02:31,19173.041944444445
4477,Open,Critical,2021-04-05,,
4478,Closed,Low,2021-02-17,2023-06-01 11:00:34,20027.009444444444
4479,Open,Medium,2021-03-16,,
4480,Open,Low,2020-10-13,,
4481,Closed,High,2021-09-24,2023-06-01 16:25:38,14776.427222222223
4482,Closed,Critical,2020-04-20,2023-06-01 14:01:39,27302.0275
4483,Pending Customer Response,Medium,2020-08-05,,
4484,Pending Customer Response,Low,2021-08-25,,
4485,Closed,High,2020-12-15,2023-06-01 11:54:42,21563.911666666667
4486,Pending Customer Response,High,2021-02-06,,
4487,Pending Customer Response,Medium,2020-02-21,,
4488,Open,Low,2020-01-06,,
4489,Pending Customer Response,Medium,2021-07-13,,
4490,Open,High,2020-01-15,,
4491,Closed,Critical,2020-09-28,2023-06-01 19:13:51,23443.230833333335
4492,Open,High,2020-02-02,,
4493,Closed,Critical,2020-11-13,2023-06-01 10:22:53,22330.381388888887
4494,Pending Customer Response,Low,2021-08-27,,
4495,Pending Customer Response,Medium,2020-10-12,,
4496,Closed,Low,2021-03-08,2023-06-01 01:10:58,19561.182777777776
4497,Closed,High,2021-06-24,2023-06-01 22:21:59,16990.366388888888
4498,Closed,High,2021-11-01,2023-06-01 02:51:01,13850.850277777778
4499,Pending Customer Response,Medium,2020-11-04,,
4500,Open,Critical,2020-08-30,,
4501,Closed,Low,2021-03-10,2023-05-31 23:34:05,19511.568055555555
4502,Open,Low,2020-07-23,,
4503,Pending Customer Response,Critical,2020-03-18,,
4504,Closed,Low,2020-01-01,2023-06-01 19:04:08,29947.068888888887
4505,Closed,Low,2021-04-06,2023-06-01 11:06:09,18875.1025
4506,Closed,High,2021-11-17,2023-06-01 16:20:10,13480.336111111112
4507,Closed,Critical,2021-09-06,2023-06-01 13:08:11,15205.136388888888
4508,Pending Customer Response,Low,2021-05-19,,
4509,Open,Critical,2020-04-09,,
4510,Open,Low,2021-02-19,,
4511,Open,Low,2020-09-29,,
4512,Closed,Low,2021-11-21,2023-06-01 00:02:19,13368.038611111111
4513,Closed,Low,2020-02-29,2023-06-01 14:02:21,28526.039166666666
4514,Closed,Critical,2021-07-28,2023-06-01 16:16:23,16168.273055555555
4515,Pending Customer Response,Critical,2021-06-09,,
4516,Open,Critical,2021-01-06,,
4517,Closed,Critical,2020-10-07,2023-06-01 05:39:27,23213.6575
4518,Closed,Low,2020-02-16,2023-06-01 12:00:29,28836.008055555554
4519,Closed,High,2021-04-24,2023-06-01 02:52:30,18434.875
4520,Pending Customer Response,Critical,2020-04-26,,
4521,Pending Customer Response,Low,2021-08-05,,
4522,Open,High,2020-08-10,,
4523,Open,High,2021-03-30,,
4524,Open,Low,2020-03-02,,
4525,Closed,Medium,2020-06-08,2023-06-01 17:41:39,26129.694166666668
4526,Closed,Critical,2020-03-22,2023-06-01 10:56:39,27994.944166666668
4527,Open,Critical,2021-02-02,,
4528,Open,Critical,2021-09-15,,
4529,Closed,Low,2020-03-30,2023-06-01 08:13:42,27800.228333333333
4530,Closed,Critical,2021-06-26,2023-06-01 15:18:44,16935.312222222223
4531,Closed,Critical,2020-04-10,2023-06-01 20:13:46,27548.229444444445
4532,Pending Customer Response,High,2021-05-26,,
4533,Closed,High,2021-11-17,2023-06-01 00:40:48,13464.68
4534,Open,High,2020-07-22,,
4535,Pending Customer Response,Low,2021-12-14,,
4536,Pending Customer Response,Low,2020-11-20,,
4537,Open,Medium,2020-10-20,,
4538,Pending Customer Response,Critical,2021-06-13,,
4539,Open,Medium,2020-11-15,,
4540,Open,Critical,2020-12-19,,
4541,Closed,Low,2021-12-23,2023-06-01 00:20:58,12600.349444444444
4542,Pending Customer Response,Critical,2020-03-12,,
4543,Pending Customer Response,Medium,2020-11-09,,
4544,Open,Low,2020-11-07,,
4545,Closed,Low,2021-03-19,2023-06-01 00:40:02,19296.667222222222
4546,Pending Customer Response,Low,2021-03-23,,
4547,Pending Customer Response,Medium,2021-08-21,,
4548,Open,Low,2021-10-18,,
4549,Open,High,2021-12-29,,
4550,Closed,Low,2020-12-25,2023-06-01 00:03:09,21312.0525
4551,Closed,Low,2020-03-30,2023-06-01 07:58:10,27799.969444444443
4552,Pending Customer Response,Medium,2020-02-28,,
4553,Pending Customer Response,Medium,2021-12-19,,
4554,Open,Critical,2020-04-28,,
4555,Open,Medium,2021-11-05,,
4556,Pending Customer Response,Critical,2020-07-08,,
4557,Open,Critical,2021-07-27,,
4558,Pending Customer Response,Low,2021-12-05,,
4559,Closed,High,2020-10-17,2023-06-01 23:24:19,22991.405277777776
4560,Open,Low,2021-10-17,,
4561,Open,Medium,2021-06-27,,
4562,Closed,Low,2020-05-24,2023-06-01 17:21:24,26489.356666666667
4563,Pending Customer Response,Critical,2020-11-10,,
4564,Open,Medium,2021-05-03,,
4565,Closed,Medium,2020-10-21,2023-06-01 07:56:28,22879.94111111111
4566,Open,High,2021-07-19,,
4567,Open,Critical,2020-05-26,,
4568,Open,High,2021-03-24,,
4569,Pending Customer Response,Critical,2020-08-04,,
4570,Open,High,2021-01-13,,
4571,Pending Customer Response,Critical,2021-12-04,,
4572,Closed,Low,2020-06-14,2023-06-01 08:04:37,25976.076944444445
4573,Closed,Low,2021-08-15,2023-06-01 20:28:39,15740.4775
4574,Closed,High,2021-05-03,2023-06-01 15:03:40,18231.06111111111
4575,Open,Medium,2020-01-25,,
4576,Pending Customer Response,Low,2021-08-14,,
4577,Closed,Critical,2021-04-24,2023-06-01 18:39:43,18450.661944444444
4578,Closed,Medium,2021-04-03,2023-06-01 03:02:45,18939.045833333334
4579,Pending Customer Response,High,2021-03-10,,
4580,Pending Customer Response,High,2020-01-03,,
4581,Closed,Medium,2021-04-10,2023-06-01 18:14:48,18786.246666666666
4582,Open,Critical,2020-07-03,,
4583,Closed,Medium,2021-02-04,2023-06-01 21:32:52,20349.547777777778
4584,Pending Customer Response,Low,2020-09-11,,
4585,Closed,Low,2021-05-06,2023-06-01 00:48:54,18144.815
4586,Open,High,2021-06-08,,
4587,Pending Customer Response,Low,2021-10-29,,
4588,Pending Customer Response,High,2021-03-05,,
4589,Pending Customer Response,Medium,2020-07-30,,
4590,Closed,Critical,2020-04-11,2023-06-01 10:57:02,27514.950555555555
4591,Closed,Critical,2021-02-21,2023-06-01 10:24:03,19930.400833333333
4592,Closed,Low,2021-08-28,2023-06-01 06:16:05,15414.268055555556
4593,Closed,High,2020-05-10,2023-06-01 16:38:07,26824.63527777778
4594,Closed,Low,2020-10-05,2023-06-01 10:49:07,23266.81861111111
4595,Open,Low,2021-12-13,,
4596,Closed,Critical,2021-08-14,2023-06-01 18:43:09,15762.719166666666
4597,Open,Critical,2021-01-29,,
4598,Pending Customer Response,Critical,2020-05-16,,
4599,Open,High,2021-09-12,,
4600,Pending Customer Response,Critical,2021-04-04,,
4601,Closed,High,2021-10-12,2023-06-01 00:39:18,14328.655
4602,Closed,Low,2021-11-11,2023-06-01 18:24:19,13626.405277777778
4603,Closed,Medium,2020-12-21,2023-06-01 02:43:21,21410.7225
4604,Pending Customer Response,Low,2021-12-19,,
4605,Open,Critical,2020-11-29,,
4606,Open,Low,2021-11-11,,
4607,Closed,High,2021-08-17,2023-06-01 10:22:27,15682.374166666666
4608,Pending Customer Response,Medium,2020-05-19,,
4609,Pending Customer Response,High,2021-07-12,,
4610,Pending Customer Response,Medium,2020-11-07,,
4611,Pending Customer Response,High,2020-08-20,,
4612,Closed,Low,2021-03-04,2023-06-01 12:29:32,19668.492222222223
4613,Open,Low,2020-10-22,,
4614,Pending Customer Response,High,2021-01-13,,
4615,Closed,Medium,2020-11-30,2023-06-01 07:42:37,21919.710277777776
4616,Closed,Low,2021-05-22,2023-06-01 18:02:39,17778.044166666667
4617,Closed,Medium,2021-06-30,2023-06-01 03:03:40,16827.06111111111
4618,Pending Customer Response,Medium,2021-07-16,,
4619,Open,Critical,2021-08-05,,
4620,Closed,Low,2020-07-27,2023-06-01 16:11:44,24952.195555555554
4621,Closed,High,2020-08-12,2023-06-01 02:13:46,24554.229444444445
4622,Closed,High,2020-01-15,2023-06-01 07:59:47,29599.99638888889
4623,Pending Customer Response,High,2020-12-16,,
4624,Pending Customer Response,High,2021-04-24,,
4625,Open,Medium,2021-10-27,,
4626,Pending Customer Response,Medium,2020-02-03,,
4627,Open,High,2020-11-17,,
4628,Closed,Medium,2021-01-14,2023-06-01 01:49:56,20833.832222222223
4629,Pending Customer Response,High,2020-12-08,,
4630,Pending Customer Response,Critical,2020-01-20,,
4631,Open,High,2021-09-28,,
4632,Pending Customer Response,Medium,2020-03-07,,
4633,Closed,Medium,2020-03-31,2023-06-01 06:26:04,27774.434444444443
4634,Pending Customer Response,High,2020-03-04,,
4635,Closed,Low,2021-04-12,2023-06-01 00:20:06,18720.335
4636,Pending Customer Response,Medium,2021-09-23,,
4637,Open,Medium,2020-10-20,,
4638,Open,Low,2020-09-20,,
4639,Pending Customer Response,High,2021-12-27,,
4640,Open,Medium,2020-10-14,,
4641,Open,High,2020-02-08,,
4642,Open,Low,2021-10-01,,
4643,Closed,Low,2021-04-15,2023-06-01 18:26:17,18666.438055555554
4644,Pending Customer Response,Critical,2020-07-13,,
4645,Open,High,2021-03-04,,
4646,Open,Medium,2020-12-26,,
4647,Pending Customer Response,High,2021-02-01,,
4648,Open,Critical,2021-03-15,,
4649,Open,Critical,2020-03-13,,
4650,Closed,Low,2020-11-20,2023-06-01 00:58:27,22152.974166666667
4651,Pending Customer Response,Low,2021-09-23,,
4652,Open,Medium,2021-03-11,,
4653,Closed,High,2021-04-07,2023-06-01 15:18:32,18855.30888888889
4654,Open,High,2021-10-05,,
4655,Open,Critical,2020-04-21,,
4656,Closed,Medium,2020-10-09,2023-06-01 06:39:36,23166.66
4657,Open,Medium,2021-01-21,,
4658,Open,Critical,2020-01-26,,
4659,Open,Low,2020-01-10,,
4660,Pending Customer Response,Low,2021-03-13,,
4661,Pending Customer Response,High,2020-11-04,,
4662,Open,High,2021-07-02,,
4663,Open,High,2020-11-21,,
4664,Closed,Critical,2021-12-01,2023-06-01 11:15:48,13139.263333333334
4665,Closed,Low,2020-05-13,2023-06-01 06:21:50,26742.36388888889
4666,Closed,High,2021-12-04,2023-06-01 23:31:52,13079.531111111111
4667,Pending Customer Response,Medium,2020-01-20,,
4668,Pending Customer Response,Critical,2020-08-15,,
4669,Open,High,2021-02-15,,
4670,Closed,Critical,2021-01-06,2023-06-01 15:56:58,21039.949444444443
4671,Open,Low,2020-06-13,,
4672,Open,Critical,2020-05-21,,
4673,Pending Customer Response,Medium,2020-08-25,,
4674,Open,Medium,2020-08-03,,
4675,Closed,Medium,2021-07-29,2023-06-01 14:16:04,16142.267777777777
4676,Closed,Critical,2020-08-09,2023-06-01 08:56:06,24632.935
4677,Closed,Medium,2021-05-19,2023-06-01 16:04:06,17848.068333333333
4678,Open,High,2021-09-18,,
4679,Open,Critical,2021-06-27,,
4680,Pending Customer Response,High,2021-10-01,,
4681,Pending Customer Response,High,2021-12-24,,
4682,Pending Customer Response,High,2020-11-12,,
4683,Pending Customer Response,Low,2020-01-06,,
4684,Pending Customer Response,Low,2021-04-08,,
4685,Open,Medium,2021-05-25,,
4686,Closed,High,2021-10-02,2023-06-01 13:25:18,14581.421666666667
4687,Open,Low,2021-09-12,,
4688,Open,Medium,2020-12-23,,
4689,Closed,High,2021-05-07,2023-06-01 03:34:24,18123.573333333334
4690,Closed,Critical,2020-06-24,2023-06-01 06:10:26,25734.17388888889
4691,Open,Medium,2020-08-25,,
4692,Pending Customer Response,High,2021-09-03,,
4693,Closed,Critical,2021-10-01,2023-06-01 15:32:29,14607.541388888889
4694,Pending Customer Response,Low,2021-09-12,,
4695,Open,High,2020-10-26,,
4696,Closed,Low,2020-06-15,2023-06-01 21:23:31,25965.391944444444
4697,Closed,Medium,2021-01-18,2023-06-01 09:47:32,20745.792222222222
4698,Open,Medium,2021-07-27,,
4699,Open,Medium,2021-05-02,,
4700,Pending Customer Response,Medium,2021-08-26,,
4701,Closed,Critical,2021-02-17,2023-06-01 23:09:38,20039.160555555554
4702,Closed,High,2021-05-20,2023-06-01 03:02:40,17811.044444444444
4703,Open,Low,2020-10-24,,
4704,Closed,High,2020-09-01,2023-06-01 23:13:43,24095.22861111111
4705,Closed,Low,2021-01-27,2023-06-01 00:37:45,20520.629166666666
4706,Closed,High,2021-12-17,2023-06-01 11:09:47,12755.163055555555
4707,Pending Customer Response,High,2020-08-26,,
4708,Open,Low,2020-08-04,,
4709,Closed,Medium,2021-04-02,2023-06-01 09:45:51,18969.764166666668
4710,Pending Customer Response,Medium,2020-12-25,,
4711,Closed,Low,2021-12-04,2023-06-01 03:39:55,13059.665277777778
4712,Closed,Critical,2021-08-16,2023-06-01 11:30:56,15707.515555555556
4713,Pending Customer Response,Low,2020-02-19,,
4714,Open,High,2020-05-12,,
4715,Closed,High,2021-02-17,2023-06-01 04:31:59,20020.533055555556
4716,Open,Low,2020-06-07,,
4717,Open,Low,2021-04-18,,
4718,Closed,Critical,2020-04-25,2023-06-01 09:55:03,27177.9175
4719,Pending Customer Response,Medium,2020-02-26,,
4720,Open,High,2021-02-01,,
4721,Open,Critical,2021-05-05,,
4722,Closed,High,2021-03-11,2023-06-01 23:28:08,19511.46888888889
4723,Open,High,2020-03-13,,
4724,Open,Low,2021-08-10,,
4725,Closed,Critical,2020-01-09,2023-06-01 03:01:12,29739.02
4726,Open,Critical,2020-10-21,,
4727,Open,Medium,2021-05-24,,
4728,Pending Customer Response,Medium,2021-08-19,,
4729,Open,High,2021-05-13,,
4730,Closed,Low,2021-12-25,2023-06-01 23:26:18,12575.438333333334
4731,Pending Customer Response,Critical,2020-09-04,,
4732,Pending Customer Response,Medium,2020-08-19,,
4733,Open,Low,2020-07-03,,
4734,Closed,High,2020-09-09,2023-06-01 22:08:23,23902.139722222222
4735,Open,Low,2020-03-11,,
4736,Closed,Critical,2020-02-01,2023-06-01 21:51:26,29205.85722222222
4737,Open,Medium,2020-08-19,,
4738,Closed,Medium,2020-01-21,2023-06-01 02:43:29,29450.72472222222
4739,Pending Customer Response,Medium,2020-02-24,,
4740,Open,High,2020-09-29,,
4741,Open,High,2021-09-23,,
4742,Open,Critical,2021-08-15,,
4743,Open,Critical,2021-07-02,,
4744,Closed,High,2020-08-04,2023-06-01 16:04:39,24760.0775
